customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1717-UIK,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.36,708.17,Yes
4561-VLR,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.37,851.73,Yes
7782-WOY,Male,1,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.17,147.59,Yes
2048-XRF,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,94.92,370.77,Yes
9307-YUM,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,115.31,2187.95,Yes
8905-ZXT,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,110.4,4753.68,No
6578-AAA,Female,1,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.48,1172.81,No
2620-BDH,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.82,423.11,No
7548-CGO,Female,1,Yes,No,70,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.71,3970.87,No
8381-DJV,Male,0,No,No,39,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),52.24,2036.25,No
5780-EMC,Male,0,No,Yes,15,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,69.04,1041.5,No
4792-FPJ,Male,0,No,Yes,3,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),110.24,330.74,Yes
3941-GSQ,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.46,637.51,Yes
6695-HVX,Female,0,Yes,No,50,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.02,2310.99,No
7401-IYE,Male,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.5,860.72,Yes
7197-JBL,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.77,1390.96,Yes
6450-KES,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,632.36,Yes
9975-LHZ,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.04,1505.37,No
9432-MKG,Female,0,No,Yes,59,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.86,4779.42,Yes
6874-NNN,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.51,710.69,Yes
2553-OQU,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),102.41,1954.63,Yes
2012-PTB,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,79.49,1752.64,Yes
9378-QWI,Female,1,Yes,No,34,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,66.81,2268.53,No
2881-RZP,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,91.15,1466.73,No
7799-SCW,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.26,209.1,Yes
5586-TFD,Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.5,679.07,No
9622-UIK,Female,1,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,91.76,2852.15,Yes
9430-VLR,Male,0,No,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,110.84,5877.73,Yes
7447-WOY,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.84,1285.4,No
3345-XRF,Male,0,Yes,No,24,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,112.83,2707.4,No
1075-YUM,Female,1,Yes,No,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,84.64,1106.17,No
6877-ZXT,Male,0,No,No,44,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.83,2938.43,No
7785-AAA,Female,1,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.84,3729.18,No
5922-BDH,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.94,2740.62,No
9090-CGO,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,69.76,2435.82,No
3330-DJV,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,75.86,2877.81,No
5686-EMC,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),64.48,2441.88,Yes
2902-FPJ,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),80.0,962.33,No
5670-GSQ,Female,0,Yes,No,65,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,81.1,5270.22,No
8143-HVX,Female,0,No,No,33,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.73,2670.06,No
3059-IYE,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),59.71,825.98,No
1140-JBL,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.95,4036.01,No
2789-KES,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),107.52,6239.7,No
1016-LHZ,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.96,4866.47,Yes
1464-MKG,Male,0,No,Yes,51,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,78.64,4009.75,No
5471-NNN,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.2,1576.13,No
2827-OQU,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,95.43,372.8,No
9711-PTB,Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,81.72,3439.99,No
6956-QWI,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),108.28,760.21,No
1089-RZP,Female,0,No,No,62,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,64.2,3974.48,No
5815-SCW,Male,1,No,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,112.78,7547.22,No
3851-TFD,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.94,2708.6,No
3843-UIK,Male,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,100.24,7020.77,No
7543-VLR,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),113.2,3517.75,No
6901-WOY,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.61,2434.28,No
1969-XRF,Female,0,Yes,No,49,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,47.96,2348.7,No
2094-YUM,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.75,6549.0,No
7124-ZXT,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,106.57,6812.93,No
8347-AAA,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),57.6,2124.83,No
4195-BDH,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.93,2853.02,Yes
2404-CGO,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.64,1465.98,No
7940-DJV,Female,0,No,No,22,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.52,1830.48,No
5290-EMC,Female,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),68.31,3074.95,Yes
4982-FPJ,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,73.09,4976.6,No
6555-GSQ,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.21,2062.8,No
8954-HVX,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,75.25,2934.83,No
5713-IYE,Female,1,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.87,1587.25,No
4092-JBL,Male,1,No,No,68,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,52.58,3570.3,Yes
5159-KES,Male,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.73,887.29,No
7308-LHZ,Female,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),78.1,1322.58,No
8478-MKG,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.43,1358.68,No
9476-NNN,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.95,245.74,Yes
5933-OQU,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.06,2216.68,No
5926-PTB,Female,1,No,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.08,5709.08,No
4969-QWI,Female,0,Yes,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,54.13,3241.99,No
3965-RZP,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,106.74,3954.99,No
5319-SCW,Male,0,Yes,Yes,39,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,64.37,2509.24,Yes
9975-TFD,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),116.21,3016.77,No
8108-UIK,Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.08,1139.74,Yes
4939-VLR,Female,0,Yes,No,65,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.72,4265.75,No
1044-WOY,Female,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.3,2195.3,Yes
2810-XRF,Male,0,No,No,19,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,47.29,895.13,No
5566-YUM,Male,1,Yes,No,34,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,51.7,1757.09,No
2909-ZXT,Female,1,No,No,54,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,46.42,2507.32,No
7364-AAA,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,52.21,3697.1,No
3581-BDH,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),44.93,1758.29,No
1691-CGO,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),49.6,2236.89,No
1931-DJV,Male,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,61.74,2527.6,No
8910-EMC,Female,1,Yes,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.42,939.63,No
7382-FPJ,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.03,1213.79,No
4406-GSQ,Female,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.34,5097.12,No
9339-HVX,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),115.39,1377.24,Yes
2032-IYE,Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,113.64,6355.39,Yes
2311-JBL,Female,1,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.48,173.1,No
9579-KES,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.72,7461.15,Yes
4121-LHZ,Female,0,No,Yes,15,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),91.4,1379.13,No
2873-MKG,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.25,18.9,Yes
7781-NNN,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),84.58,1267.52,No
4748-OQU,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.62,4365.06,No
1277-PTB,Female,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),74.07, ,No
2859-QWI,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,67.92,1707.81,No
6929-RZP,Male,1,No,No,43,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),51.45,2217.57,No
7792-SCW,Male,1,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.4,86.07,No
5713-TFD,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.57,371.51,No
5675-UIK,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,641.91,No
2170-VLR,Female,1,No,No,53,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.24,4509.44,Yes
9681-WOY,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.05,4904.15,No
6308-XRF,Male,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,70.49,3032.1,No
3462-YUM,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,101.57,304.59,No
1287-ZXT,Female,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,94.87,3899.66,No
6953-AAA,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.48,827.25,No
5282-BDH,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.14,847.36,Yes
2907-CGO,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.3,486.16,No
2161-DJV,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,108.16,425.58,No
1129-EMC,Female,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.0,5214.89,Yes
7337-FPJ,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),111.82,7373.27,No
3363-GSQ,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.15,442.67,Yes
9151-HVX,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.08,3659.78,Yes
6983-IYE,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,108.03,2263.69,Yes
1143-JBL,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.92,237.17,No
9207-KES,Female,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),114.22,4233.94,Yes
8469-LHZ,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.25,1291.97,No
1244-MKG,Female,1,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.7,78.89,No
1926-NNN,Female,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.43,1604.75,No
4178-OQU,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.5,222.69,Yes
3176-PTB,Male,0,Yes,Yes,18,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,99.97,1799.46,Yes
6002-QWI,Male,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,113.39,3056.58,Yes
1886-RZP,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,346.31,No
9532-SCW,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,117.52,2710.46,Yes
4398-TFD,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.1, ,Yes
9497-UIK,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.26,231.42,No
3654-VLR,Male,0,No,No,31,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),64.99,2022.16,Yes
8392-WOY,Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.74,1295.13,No
2371-XRF,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,98.17,5498.7,No
8135-YUM,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,3068.46,No
1320-ZXT,Female,1,Yes,No,38,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.33,2643.45,No
5654-AAA,Female,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,116.48,3851.71,Yes
6300-BDH,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,61.74,248.71,Yes
7761-CGO,Female,1,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.28,337.35,Yes
7854-DJV,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.56,210.87,No
6505-EMC,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),72.04,4964.24,No
7553-FPJ,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),60.53,612.44,Yes
5042-GSQ,Female,1,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.77,867.39,No
8498-HVX,Female,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,59.33,1780.69,No
7636-IYE,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.75,1134.04,No
8362-JBL,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.76,482.04,Yes
1011-KES,Female,1,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,72.74,4649.95,No
1194-LHZ,Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),70.8,4738.94,No
3537-MKG,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),113.07,3272.51,Yes
3842-NNN,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,99.54,2993.92,No
3229-OQU,Male,1,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.82,999.4,No
4009-PTB,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,77.86,1176.99,Yes
8984-QWI,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),48.96,2055.45,No
3077-RZP,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,97.26,201.78,No
8845-SCW,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),104.97,1153.5,No
4867-TFD,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.16,1080.76,No
5873-UIK,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,97.83,1473.19,No
9635-VLR,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,586.94,Yes
1297-WOY,Female,1,No,Yes,20,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.8,1002.52,No
6856-XRF,Male,0,No,No,57,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,67.21,3834.38,No
2015-YUM,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.5,868.91,Yes
2384-ZXT,Male,1,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.16,300.63,No
9745-AAA,Female,0,No,No,51,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),64.8,3303.25,No
3350-BDH,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.77,236.26,No
2269-CGO,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,78.05,865.66,No
2260-DJV,Female,0,Yes,No,0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.48, ,Yes
8701-EMC,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),51.52,361.57,Yes
9376-FPJ,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,96.85,1453.36,No
5563-GSQ,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,111.31,1553.95,Yes
7897-HVX,Male,0,No,Yes,18,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),79.49,1431.74,No
6672-IYE,Female,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,98.41,2370.09,No
6593-JBL,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.94,2884.05,No
7155-KES,Female,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),72.3,77.16,Yes
6543-LHZ,Female,0,Yes,No,58,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,73.98,4294.69,No
8240-MKG,Male,0,Yes,No,30,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),51.5,1543.13,Yes
5683-NNN,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.22,1628.68,No
